BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO
PARQUE DO MORUMBI,Samsung,SEXTA,TARDE,16,HOMEM
PERUS,Motorola,QUARTA,NOITE,23,HOMEM
JARDIM MIMAR,Motorola,SEXTA,NOITE,21,MULHER
PINHEIROS,Apple,TERCA,NOITE,30,HOMEM
VILA MARIA,Apple,SEXTA,NOITE,26,HOMEM
PENHA,Motorola,DOMINGO,TARDE,33,HOMEM
CONJUNTO HABITACIONAL TEOTONIO VILELA,Samsung,SABADO,NOITE,20,HOMEM
BARRA FUNDA,Samsung,SEXTA,TARDE,68,MULHER
CONSOLACAO,Motorola,QUARTA,NOITE,20,HOMEM
TATUAPE,Apple,QUARTA,MANHA,30,MULHER
IPIRANGA,Motorola,QUINTA,MANHA,32,HOMEM
SAO MIGUEL PAULISTA,Samsung,SEXTA,NOITE,15,HOMEM
CIDADE DUTRA,Motorola,SEXTA,MANHA,41,MULHER
VILA CARRAO,Samsung,SABADO,TARDE,18,HOMEM
JARDINS RECANTO DAS ROSAS,Samsung,SEXTA,MADRUGADA,54,HOMEM
JD SAO LUIS,Samsung,SABADO,NOITE,40,MULHER
BOM RETIRO,Samsung,SEXTA,TARDE,32,MULHER
JARDIM PAULISTA,Apple,TERCA,NOITE,46,MULHER
BARRA FUNDA,Apple,SABADO,MANHA,20,MULHER
PEDREIRA,Samsung,QUARTA,NOITE,33,MULHER
BRAS,Samsung,DOMINGO,MADRUGADA,26,MULHER
CONSOLACAO,Apple,TERCA,TARDE,43,HOMEM
LUZ,Apple,DOMINGO,MANHA,62,MULHER
JARDIM DAS FLORES,Samsung,TERCA,TARDE,22,HOMEM
IPIRANGA,Apple,QUARTA,TARDE,58,HOMEM
VILA GUILHERME,Apple,SEXTA,TARDE,35,HOMEM
SAUDE,Samsung,SEXTA,MANHA,40,MULHER
LAGEADO,Samsung,QUINTA,MADRUGADA,29,HOMEM
JARDIM MAGGI,Samsung,SEXTA,MANHA,22,HOMEM
GUAIANASES,Samsung,DOMINGO,TARDE,41,MULHER
CENTRO HISTORICO DE SAO PAULO,Samsung,DOMINGO,MANHA,16,MULHER
SANTANA,Samsung,DOMINGO,MADRUGADA,21,MULHER
SAO MIGUEL,Motorola,QUARTA,MANHA,20,MULHER
ITAIM BIBI,Apple,SEXTA,NOITE,25,HOMEM
SAUDE,Motorola,SABADO,NOITE,18,MULHER
TUCURUVI,Samsung,QUARTA,MANHA,15,MULHER
RIO PEQUENO,Motorola,DOMINGO,MANHA,33,HOMEM
VILA MATILDE,Apple,SEGUNDA,TARDE,57,HOMEM
CIDADE TIRADENTES,Xiaomi,DOMINGO,NOITE,46,MULHER
VILA PRUDENTE,Motorola,SEGUNDA,NOITE,38,MULHER
CANGAIBA,Samsung,SEXTA,MANHA,22,HOMEM
ITAIM BIBI,Samsung,SEXTA,TARDE,21,HOMEM
PARI,Apple,DOMINGO,MANHA,29,HOMEM
VILA JUREMA,Motorola,SEXTA,NOITE,35,HOMEM
ITAIM BIBI,Apple,SEGUNDA,TARDE,25,HOMEM
SANTO AMARO,Samsung,SEGUNDA,TARDE,37,HOMEM
GUAIANASES,Samsung,TERCA,NOITE,74,MULHER
LIBERDADE,Apple,DOMINGO,TARDE,45,HOMEM
MORUMBI,Apple,QUINTA,NOITE,33,HOMEM
JABAQUARA,Samsung,QUARTA,MANHA,35,MULHER
BRAS,Apple,SABADO,NOITE,52,MULHER
BRAS,Samsung,SABADO,MANHA,20,MULHER
CAMPOS ELISEOS,Motorola,SEGUNDA,TARDE,56,MULHER
SAO MIGUEL,Motorola,SEGUNDA,MADRUGADA,45,HOMEM
JARDIM SAO JORGE,Xiaomi,DOMINGO,MADRUGADA,37,MULHER
LUZ,Samsung,QUINTA,TARDE,49,HOMEM
RIO PEQUENO,Samsung,SEXTA,TARDE,25,HOMEM
BOM RETIRO,Motorola,SEGUNDA,MANHA,28,MULHER
CIDADE DUTRA,Samsung,SEXTA,MANHA,57,MULHER
LIBERDADE,Samsung,DOMINGO,NOITE,53,MULHER
PERDIZES,Apple,SABADO,NOITE,22,MULHER
CONSOLACAO,Samsung,SEGUNDA,MANHA,34,MULHER
RAPOSO TAVARES,Samsung,SEGUNDA,TARDE,28,MULHER
CAPAO REDONDO,Motorola,SABADO,TARDE,32,MULHER
PARQUE BOLOGNE,Motorola,TERCA,TARDE,15,HOMEM
CAMBUCI,Samsung,SEGUNDA,MANHA,18,MULHER
CAMBUCI,Outros,TERCA,NOITE,58,HOMEM
JARDIM PAULISTA,Apple,SEXTA,MANHA,19,MULHER
MOEMA,Apple,SEXTA,TARDE,18,MULHER
JARDIM ANDARAI,Apple,DOMINGO,TARDE,31,HOMEM
JARDIM COLINA,Apple,SEXTA,TARDE,21,HOMEM
JABAQUARA,Apple,DOMINGO,NOITE,28,HOMEM
IGUATEMI,Samsung,TERCA,MADRUGADA,30,MULHER
SANTA CECILIA,Samsung,TERCA,MANHA,38,MULHER
SANTA EFIGENIA,Samsung,DOMINGO,NOITE,51,HOMEM
PERUS,Xiaomi,SEGUNDA,TARDE,27,MULHER
VILA MEDEIROS,Samsung,SEXTA,NOITE,49,MULHER
PINHEIROS,Apple,SEGUNDA,NOITE,19,HOMEM
SAO RAFAEL,Samsung,SABADO,NOITE,53,HOMEM
GUAIANASES,Motorola,SABADO,MANHA,36,HOMEM
REPUBLICA,Apple,SEGUNDA,NOITE,55,HOMEM
JD SAO LUIS,Xiaomi,QUARTA,NOITE,16,MULHER
PEDREIRA,Apple,SEXTA,MADRUGADA,23,HOMEM
IPIRANGA,Apple,QUINTA,NOITE,56,MULHER
PARQUE FERNANDA,Xiaomi,TERCA,MADRUGADA,56,HOMEM
SAO MATEUS,Positivo,SABADO,MANHA,18,MULHER
JARDIM COLINA,Apple,QUINTA,NOITE,18,HOMEM
JOSE BONIFACIO,Samsung,SABADO,TARDE,29,MULHER
VILA FORMOSA,Motorola,SEGUNDA,NOITE,57,MULHER
CIDADE ADEMAR,Motorola,QUARTA,TARDE,38,MULHER
CONSOLACAO,Apple,SEGUNDA,NOITE,25,MULHER
SANTO AMARO,Apple,SABADO,MADRUGADA,22,MULHER
SE,Apple,QUARTA,NOITE,34,MULHER
FREGUESIA DO O,Samsung,SEXTA,MANHA,30,MULHER
FREGUESIA DO O,Apple,SABADO,NOITE,20,HOMEM
AGUA RASA,Apple,SABADO,NOITE,37,MULHER
CIDADE ADEMAR,Apple,QUINTA,TARDE,26,MULHER
REPUBLICA,Outros,SEXTA,MANHA,23,MULHER
PONTE RASA,Apple,SEGUNDA,MADRUGADA,45,MULHER
SAO MATEUS,Xiaomi,SEXTA,NOITE,51,MULHER
SAO RAFAEL,Samsung,QUINTA,NOITE,32,HOMEM
CAMBUCI,Motorola,SABADO,NOITE,84,HOMEM
JARDIM DOMITILA,Samsung,QUINTA,NOITE,23,MULHER
CAPAO REDONDO,Samsung,SEGUNDA,NOITE,16,HOMEM
CANINDE,Apple,SEGUNDA,NOITE,42,HOMEM
LUZ,Samsung,SABADO,NOITE,41,HOMEM
AMERICANOPOLIS,Samsung,TERCA,TARDE,46,HOMEM
VILA CAMPANELA,Samsung,QUINTA,TARDE,21,HOMEM
VILA MARIANA,Apple,SEXTA,NOITE,30,HOMEM
LIBERDADE,Apple,SEGUNDA,MANHA,27,MULHER
SAUDE,Apple,SEGUNDA,MANHA,32,HOMEM
BOM RETIRO,Motorola,SEXTA,NOITE,46,MULHER
CAPAO REDONDO,Apple,SEGUNDA,NOITE,35,MULHER
CARRAO,Samsung,SEGUNDA,MANHA,21,MULHER
BUTANTA,Samsung,SEXTA,NOITE,19,MULHER
JARDIM ANGELA,Samsung,DOMINGO,NOITE,34,HOMEM
SANTO AMARO,Motorola,DOMINGO,TARDE,37,MULHER
CAMPO GRANDE,Apple,DOMINGO,NOITE,41,MULHER
REPUBLICA,Outros,DOMINGO,MADRUGADA,29,HOMEM
JARDIM ANGELA,LG,SEXTA,MADRUGADA,56,HOMEM
GUAPIRA,Samsung,QUINTA,MANHA,46,HOMEM
BOM RETIRO,Xiaomi,SEXTA,NOITE,35,HOMEM
TUCURUVI,Apple,QUARTA,MADRUGADA,70,HOMEM
LAJEADO,Samsung,SEXTA,TARDE,15,MULHER
CIDADE DUTRA,Apple,DOMINGO,MADRUGADA,19,HOMEM
BRAS,Motorola,QUARTA,TARDE,45,HOMEM
JARDIM LUZITANIA,Samsung,SEGUNDA,NOITE,61,HOMEM
VILA MATILDE,Samsung,SEXTA,TARDE,48,HOMEM
CIDADE LIDER,Samsung,SABADO,TARDE,42,MULHER
PERUS,Motorola,QUINTA,TARDE,41,HOMEM
REPUBLICA,Samsung,QUARTA,NOITE,48,MULHER
MORUMBI,Motorola,DOMINGO,MADRUGADA,19,MULHER
JD SAO LUIS,Apple,QUINTA,NOITE,55,HOMEM
VILA CANERO,Apple,SEXTA,TARDE,35,MULHER
REPUBLICA,Apple,DOMINGO,MADRUGADA,33,HOMEM
CIDADE ADEMAR,Apple,QUINTA,NOITE,49,MULHER
BUTANTA,Apple,SABADO,MADRUGADA,31,MULHER
SAO MATEUS,Outros,SEGUNDA,TARDE,58,MULHER
PERUS,Samsung,DOMINGO,NOITE,19,MULHER
VILA BRASILIO MACHADO,Motorola,SABADO,NOITE,16,HOMEM
JABAQUARA,Samsung,SEGUNDA,TARDE,56,MULHER
ITAIM BIBI,Apple,SEXTA,NOITE,19,HOMEM
LAJEADO,Samsung,QUARTA,NOITE,19,HOMEM
LIBERDADE,Apple,DOMINGO,NOITE,30,HOMEM
CAMPO BELO,Motorola,SEXTA,MADRUGADA,21,HOMEM
MOOCA,Samsung,QUARTA,NOITE,20,MULHER
LIMAO,Apple,SEGUNDA,MADRUGADA,33,HOMEM
SE,Xiaomi,TERCA,MANHA,36,HOMEM
VILA MARACANA,Xiaomi,QUARTA,MANHA,77,MULHER
ARTUR ALVIM,Apple,SEGUNDA,TARDE,38,MULHER
VILA OLIMPIA,Samsung,TERCA,NOITE,30,MULHER
LIBERDADE,Apple,DOMINGO,MANHA,40,MULHER
PONTE RASA,Motorola,SEGUNDA,MADRUGADA,51,MULHER
PARQUE DO LAGO,LG,QUARTA,NOITE,33,HOMEM
BELA VISTA,Apple,SABADO,MADRUGADA,15,HOMEM
BUTANTA,Samsung,QUARTA,NOITE,45,HOMEM
PARQUE DO LAGO,Motorola,DOMINGO,MADRUGADA,16,MULHER
VILA CARMOSINA,Motorola,DOMINGO,MADRUGADA,16,HOMEM
MOEMA,Samsung,SEXTA,MANHA,47,MULHER
VILA CLEMENTINO,Apple,QUINTA,NOITE,36,MULHER
PACAEMBU,Apple,QUINTA,MANHA,66,HOMEM
JABAQUARA,Motorola,SABADO,TARDE,42,MULHER
SANTANA,Apple,QUARTA,MANHA,30,MULHER
CENTRO HISTORICO DE SAO PAULO,Apple,SEGUNDA,MANHA,29,HOMEM
REPUBLICA,Apple,SABADO,MADRUGADA,31,HOMEM
JARDIM MATARAZZO,Samsung,DOMINGO,NOITE,33,MULHER
VILA MATILDE,Apple,TERCA,NOITE,53,HOMEM
SANTANA,Samsung,SEGUNDA,MADRUGADA,21,HOMEM
CAMPO GRANDE,Apple,SABADO,MADRUGADA,27,MULHER
TATUAPE,Motorola,SEGUNDA,NOITE,43,MULHER
SE,Motorola,QUINTA,TARDE,66,HOMEM
PINHEIROS,Huawei,SEXTA,MANHA,56,MULHER
CIDADE ANTONIO ESTEVAO DE CARVALHO,Apple,SABADO,MADRUGADA,18,MULHER
RIO PEQUENO,Samsung,QUINTA,NOITE,84,HOMEM
MOEMA,Apple,QUARTA,MANHA,57,HOMEM
BELA VISTA,Apple,SEXTA,TARDE,71,HOMEM
PENHA,Apple,SABADO,MADRUGADA,45,HOMEM
MANDAQUI,Apple,QUARTA,NOITE,22,MULHER
GUAIANASES,Motorola,DOMINGO,NOITE,22,MULHER
ITAIM BIBI,Apple,QUARTA,NOITE,29,HOMEM
VILA ANDRADE,Apple,TERCA,MANHA,31,HOMEM
PERDIZES,Xiaomi,SEXTA,MANHA,20,HOMEM
VILA ANDRADE,Samsung,SEXTA,NOITE,51,HOMEM
VILA MARIA,Samsung,SABADO,MADRUGADA,20,MULHER
VILA ANASTACIO,Xiaomi,QUARTA,NOITE,31,HOMEM
ITAIM PAULISTA,Samsung,QUARTA,NOITE,32,HOMEM
PARQUE DO CARMO,Samsung,SEXTA,MANHA,62,HOMEM
ITAIM BIBI,Motorola,TERCA,TARDE,20,MULHER
SE,Apple,SEXTA,TARDE,56,HOMEM
BRASILANDIA,Samsung,DOMINGO,MADRUGADA,32,HOMEM
BARRA FUNDA,Samsung,QUINTA,MADRUGADA,19,MULHER
CAMPO LIMPO,Apple,TERCA,MANHA,16,HOMEM
SAO MATEUS,Samsung,SABADO,MADRUGADA,30,MULHER
VILA MARIANA,Samsung,QUARTA,MANHA,19,HOMEM
PARQUE RESIDENCIAL COCAIA,Xiaomi,QUINTA,NOITE,21,MULHER
JARDIM ELEDY,Samsung,SEXTA,MANHA,40,HOMEM
VILA CURUCA,Samsung,QUARTA,TARDE,58,HOMEM
LIBERDADE,Apple,SABADO,TARDE,76,HOMEM
CONSOLACAO,Samsung,DOMINGO,NOITE,32,MULHER
PARQUE INDUSTRIAL TOMAS EDSON,Motorola,SEGUNDA,MADRUGADA,34,HOMEM
JABAQUARA,Xiaomi,SEXTA,NOITE,31,HOMEM
GRAJAU,Motorola,TERCA,TARDE,63,HOMEM
SAUDE,Samsung,DOMINGO,MANHA,20,HOMEM
JAGUARE,Nokia,SABADO,NOITE,46,HOMEM
BOM RETIRO,Outros,DOMINGO,NOITE,32,HOMEM
JARDIM ROBRU,Xiaomi,SEXTA,NOITE,36,HOMEM
VILA HELIOPOLIS,Motorola,QUINTA,TARDE,50,HOMEM
LIBERDADE,Samsung,SEXTA,NOITE,71,MULHER
SANTO AMARO,Apple,QUARTA,NOITE,52,MULHER
CONSOLACAO,Xiaomi,DOMINGO,NOITE,68,HOMEM
CIDADE DUTRA,Apple,SABADO,NOITE,28,MULHER
REPUBLICA,Apple,SABADO,NOITE,20,HOMEM
SANTANA,Samsung,SABADO,NOITE,63,MULHER
BRASILANDIA,Motorola,SEGUNDA,MANHA,19,MULHER
CONSOLACAO,Outros,SEXTA,NOITE,27,MULHER
IGUATEMI,Motorola,SEGUNDA,MADRUGADA,72,HOMEM
CAPAO REDONDO,Motorola,DOMINGO,NOITE,23,MULHER
PARQUE INDEPENDENCIA,Samsung,QUARTA,NOITE,57,HOMEM
CIDADE DUTRA,Motorola,TERCA,NOITE,72,MULHER
MOEMA,Samsung,SEGUNDA,NOITE,77,HOMEM
JOSE BONIFACIO,Apple,SEXTA,MADRUGADA,28,MULHER
BELA VISTA,Apple,QUINTA,NOITE,45,MULHER
ITAIM BIBI,Samsung,QUARTA,NOITE,56,HOMEM
JARDIM UNIVERSIDADE PINHEIROS,Samsung,SEXTA,NOITE,40,MULHER
REPUBLICA,Apple,SABADO,MADRUGADA,15,HOMEM
JD SAO LUIS,Samsung,SEXTA,NOITE,30,HOMEM
VILA LEOPOLDINA,Nokia,TERCA,TARDE,37,MULHER
JARDIM ANGELA,Lenovo,QUINTA,MADRUGADA,27,MULHER
BOM RETIRO,Apple,SABADO,MADRUGADA,27,MULHER
JARDIM PAULISTA,Apple,TERCA,MANHA,28,MULHER
ARICANDUVA,Samsung,SABADO,NOITE,53,MULHER
PINHEIROS,Apple,SABADO,NOITE,30,MULHER
PLANALTO PAULISTA,Apple,SEGUNDA,NOITE,50,MULHER
BRAS,Motorola,QUINTA,MANHA,40,MULHER
VILA CURUCA,Apple,SABADO,NOITE,72,MULHER
SOCORRO,Apple,DOMINGO,NOITE,49,MULHER
GRAJAU,Xiaomi,SEXTA,TARDE,30,HOMEM
GUAIANAZES,LG,QUARTA,NOITE,15,MULHER
BRAS,Samsung,QUARTA,TARDE,49,MULHER
SANTA EFIGENIA,Samsung,SABADO,TARDE,19,HOMEM
CAPAO REDONDO,Xiaomi,QUINTA,NOITE,28,HOMEM
CIDADE LIDER,Apple,SABADO,NOITE,15,HOMEM
CONSOLACAO,Samsung,QUINTA,NOITE,38,HOMEM
BRAS,Samsung,SEXTA,TARDE,36,MULHER
SANTA CECILIA,Motorola,QUINTA,MANHA,31,HOMEM
MANDAQUI,Motorola,SABADO,NOITE,35,HOMEM
CENTRO HISTORICO DE SAO PAULO,Samsung,SEGUNDA,MANHA,48,MULHER
JARDIM ELIANA,Motorola,QUARTA,TARDE,27,MULHER
MIRANDOPOLIS,Motorola,QUINTA,MANHA,21,HOMEM
ALTO DE PINHEIROS,Apple,QUARTA,NOITE,19,HOMEM
VILA CALU,LG,SEXTA,NOITE,20,HOMEM
SANTANA,Xiaomi,TERCA,NOITE,30,HOMEM
GUAIANAZES,Samsung,SEGUNDA,TARDE,32,MULHER
JAGUARA,Apple,DOMINGO,TARDE,77,HOMEM
LAPA,Motorola,SEXTA,TARDE,22,HOMEM
PARI,Samsung,SABADO,MADRUGADA,79,MULHER
VILA NOVA CONCEICAO,Apple,SEGUNDA,NOITE,36,HOMEM
GLEBA DO PESSEGO,Apple,SABADO,NOITE,34,HOMEM
SANTO AMARO,Apple,QUINTA,NOITE,34,MULHER
VILA MARIANA,Apple,SEXTA,MANHA,31,MULHER
REPUBLICA,Samsung,SEGUNDA,MANHA,38,HOMEM
REPUBLICA,Motorola,TERCA,NOITE,41,MULHER
JARDIM PAULISTA,Motorola,SEXTA,MANHA,28,MULHER
CAMPO GRANDE,Apple,SABADO,MADRUGADA,50,MULHER
CIDADE LIDER,Samsung,TERCA,NOITE,27,HOMEM
SAPOPEMBA,Samsung,SEGUNDA,NOITE,82,MULHER
VILA MEDEIROS,Samsung,SABADO,MADRUGADA,47,HOMEM
RIO PEQUENO,Motorola,SEXTA,NOITE,22,HOMEM
VILA EMIR,Apple,SEXTA,TARDE,80,MULHER
VILA MARIANA,Outros,SEXTA,NOITE,34,MULHER
JARDIM ROSA MARIA,Samsung,SABADO,TARDE,36,MULHER
SACOMA,Motorola,QUINTA,NOITE,16,MULHER
PLANALTO PAULISTA,Samsung,TERCA,TARDE,22,HOMEM
CIDADE TIRADENTES,Motorola,QUARTA,NOITE,45,HOMEM
VILA MARIANA,Apple,QUINTA,NOITE,27,MULHER
PEDREIRA,Samsung,SEXTA,TARDE,27,HOMEM
LIBERDADE,Apple,TERCA,TARDE,19,HOMEM
SITIO MORRO GRANDE,Apple,SEXTA,NOITE,60,MULHER
PENHA,Xiaomi,TERCA,MANHA,15,MULHER
CACHOEIRINHA,Samsung,QUINTA,NOITE,21,MULHER
CENTRO HISTORICO DE SAO PAULO,Motorola,DOMINGO,MADRUGADA,38,HOMEM
VILA ANDRADE,Samsung,SABADO,MADRUGADA,18,MULHER
ITAIM PAULISTA,Motorola,SABADO,MADRUGADA,35,MULHER
BELA VISTA,Apple,TERCA,NOITE,29,MULHER
BELA VISTA,Samsung,SABADO,MADRUGADA,22,MULHER
SE,Xiaomi,SABADO,MANHA,25,MULHER
JARDIM CAMPO GRANDE,Samsung,SABADO,TARDE,18,MULHER
VILA CURUCA,Outros,SEGUNDA,MANHA,20,HOMEM
CAMPO LIMPO,Motorola,QUINTA,NOITE,47,HOMEM
CIDADE LIDER,Apple,SABADO,MANHA,67,HOMEM
VILA MARIANA,Apple,QUINTA,TARDE,20,MULHER
MOEMA,Apple,TERCA,NOITE,21,HOMEM
PARQUE INDUSTRIAL TOMAS EDSON,Motorola,QUINTA,NOITE,31,HOMEM
LIBERDADE,Apple,DOMINGO,NOITE,55,HOMEM
LIMAO,Samsung,TERCA,NOITE,50,HOMEM
MOOCA,Motorola,DOMINGO,MADRUGADA,49,MULHER
VILA ARICANDUVA,Motorola,SEGUNDA,MADRUGADA,25,MULHER
CAMPO BELO,Apple,DOMINGO,MADRUGADA,15,HOMEM
JD SAO LUIS,Samsung,QUINTA,MADRUGADA,34,HOMEM
VILA DA SAUDE,Samsung,QUARTA,MADRUGADA,29,MULHER
CAPAO REDONDO,Outros,SEGUNDA,NOITE,28,HOMEM
IPIRANGA,Apple,QUARTA,NOITE,28,HOMEM
VILA OLIMPIA,Samsung,QUARTA,TARDE,16,MULHER
CAMPO GRANDE,Xiaomi,SABADO,TARDE,16,HOMEM
CAMBUCI,Apple,SEXTA,MANHA,33,HOMEM
ITAIM BIBI,Apple,TERCA,TARDE,30,HOMEM
BOM RETIRO,Samsung,DOMINGO,MANHA,18,MULHER
PINHEIROS,Outros,QUARTA,NOITE,67,HOMEM
VILA SOCORRO,Motorola,QUARTA,TARDE,18,MULHER
BELEM,Samsung,QUINTA,MANHA,23,HOMEM
CONSOLACAO,Motorola,DOMINGO,NOITE,43,HOMEM
VILA PRUDENTE,Samsung,SABADO,NOITE,79,MULHER
BELA VISTA,Samsung,QUARTA,NOITE,50,MULHER
CAMBUCI,Apple,TERCA,MANHA,23,HOMEM
PERUS,Motorola,QUINTA,MANHA,20,MULHER
CAMPO GRANDE,Samsung,DOMINGO,NOITE,16,MULHER
PINHEIROS,Samsung,QUARTA,NOITE,25,MULHER
JABAQUARA,Samsung,SEGUNDA,TARDE,21,MULHER
CARRAO,Apple,QUINTA,MANHA,44,MULHER
BELEM,Apple,SEGUNDA,NOITE,58,HOMEM
PINHEIROS,Apple,SEXTA,NOITE,76,HOMEM
SAO RAFAEL,Xiaomi,QUARTA,NOITE,33,MULHER
GRAJAU,LG,SEGUNDA,NOITE,34,MULHER
PEDREIRA,Xiaomi,DOMINGO,NOITE,40,HOMEM
CONSOLACAO,Apple,SEXTA,MANHA,21,MULHER
SANTO AMARO,Motorola,QUINTA,NOITE,25,MULHER
LAJEADO,Motorola,SEXTA,MADRUGADA,60,HOMEM
PIRITUBA,Samsung,SABADO,NOITE,22,HOMEM
SAO MIGUEL,Samsung,SEXTA,TARDE,25,MULHER
LIBERDADE,Samsung,DOMINGO,TARDE,27,HOMEM
CENTRO HISTORICO DE SAO PAULO,Motorola,TERCA,TARDE,46,HOMEM
VILA DA SAUDE,Samsung,DOMINGO,TARDE,82,HOMEM
JARDIM HELENA,Motorola,SEXTA,MANHA,28,MULHER
JARDIM SAO PAULO(ZONA LESTE),Samsung,QUARTA,NOITE,26,MULHER
SAUDE,Apple,SABADO,MADRUGADA,37,MULHER
PINHEIROS,Apple,SABADO,NOITE,35,HOMEM
CASA VERDE,Samsung,TERCA,NOITE,29,MULHER
GUAIANASES,Xiaomi,QUINTA,MANHA,50,HOMEM
JARDIM COLINA,Apple,SABADO,TARDE,50,HOMEM
TREMEMBE,Samsung,QUARTA,TARDE,27,HOMEM
SACOMA,Samsung,DOMINGO,NOITE,22,HOMEM
BRAS,Samsung,QUINTA,MADRUGADA,19,HOMEM
MANDAQUI,Motorola,DOMINGO,MADRUGADA,60,HOMEM
INDIANOPOLIS,Samsung,SEGUNDA,NOITE,28,HOMEM
JAGUARA,Samsung,SEXTA,NOITE,15,HOMEM
JD SAO LUIS,Apple,SEXTA,NOITE,46,MULHER
RAPOSO TAVARES,Motorola,SABADO,NOITE,48,MULHER
BROOKLIN,Apple,QUINTA,NOITE,35,HOMEM
CHACARA COCAIA,Apple,QUINTA,NOITE,53,MULHER
CAMPO GRANDE,Motorola,SEXTA,NOITE,21,MULHER
SAO RAFAEL,Motorola,SABADO,NOITE,21,HOMEM
GUAIANASES,Motorola,QUINTA,TARDE,44,HOMEM
FREGUESIA DO O,Apple,QUINTA,NOITE,43,HOMEM
ERMELINO MATARAZZO,Motorola,SEGUNDA,NOITE,32,MULHER
JARDIM PERI,Apple,SEGUNDA,NOITE,28,MULHER
TATUAPE,Apple,QUINTA,NOITE,75,HOMEM
VILA MARIANA,Apple,QUINTA,NOITE,26,HOMEM
JARDIM SAO PAULO,Samsung,TERCA,MANHA,28,HOMEM
PARI,Samsung,SEXTA,MANHA,55,MULHER
VILA EMIR,Outros,SABADO,MANHA,33,MULHER
MORUMBI,Samsung,SABADO,MADRUGADA,27,HOMEM
ITAIM BIBI,Samsung,TERCA,MADRUGADA,67,MULHER
GRAJAU,Motorola,SABADO,MANHA,48,MULHER
PARELHEIROS,Outros,DOMINGO,MANHA,57,MULHER
BELEM,Samsung,SEGUNDA,MADRUGADA,47,MULHER
ITAIM BIBI,Apple,TERCA,TARDE,32,MULHER
SANTO AMARO,Samsung,QUARTA,TARDE,58,HOMEM
CONSOLACAO,Apple,TERCA,MANHA,15,MULHER
CERQUEIRA CESAR,Apple,DOMINGO,MADRUGADA,58,HOMEM
SAO MIGUEL PAULISTA,Motorola,QUARTA,NOITE,41,HOMEM
CAMPOS ELISEOS,Apple,DOMINGO,NOITE,49,HOMEM
SE,Apple,SEXTA,NOITE,21,MULHER
BELA VISTA,Apple,SEXTA,NOITE,40,HOMEM
SE,Motorola,SABADO,TARDE,49,MULHER
CAPAO REDONDO,Motorola,SEGUNDA,NOITE,22,MULHER
GRAJAU,Samsung,QUARTA,MANHA,55,HOMEM
JARDIM WILMA FLOR,Motorola,TERCA,NOITE,18,MULHER
CAPAO REDONDO,Motorola,QUINTA,TARDE,57,MULHER
ITAIM PAULISTA,LG,SEXTA,MANHA,69,MULHER
BRASILANDIA,Samsung,SEGUNDA,MADRUGADA,58,HOMEM
INTERLAGOS,Samsung,QUARTA,NOITE,29,MULHER
JARDIM ANGELA,Samsung,QUARTA,NOITE,40,MULHER
CAPAO REDONDO,Xiaomi,SEXTA,NOITE,44,MULHER
CENTRO HISTORICO DE SAO PAULO,Samsung,DOMINGO,MADRUGADA,78,HOMEM
SE,Samsung,SABADO,MANHA,19,MULHER
REPUBLICA,Samsung,DOMINGO,NOITE,21,MULHER
CARRAO,Motorola,SEGUNDA,MANHA,37,HOMEM
JARDIM ADUTORA,Motorola,QUARTA,MANHA,20,MULHER
VILA OLIMPIA,Apple,SEGUNDA,NOITE,27,HOMEM
LAPA DE BAIXO,Samsung,QUINTA,TARDE,15,MULHER
JARDIM BRASIL (ZONA NORTE),Motorola,QUINTA,TARDE,62,HOMEM
INDIANOPOLIS,Apple,TERCA,MANHA,31,MULHER
CENTRO HISTORICO DE SAO PAULO,Motorola,DOMINGO,NOITE,52,MULHER
SE,Motorola,QUARTA,MANHA,33,MULHER
CIDADE ADEMAR,Samsung,SEXTA,NOITE,23,MULHER
CAMPO BELO,Samsung,DOMINGO,NOITE,29,HOMEM
TATUAPE,Samsung,QUARTA,TARDE,34,MULHER
JD SAO LUIS,Samsung,QUARTA,NOITE,58,MULHER
VILA MARIA,Apple,SEGUNDA,MANHA,25,MULHER
LIBERDADE,Apple,QUARTA,TARDE,56,MULHER
CONSOLACAO,Motorola,QUARTA,NOITE,57,HOMEM
PARQUE DO LAGO,Apple,SEXTA,MANHA,40,HOMEM
REPUBLICA,Samsung,TERCA,NOITE,57,MULHER
VILA MARIANA,Samsung,QUARTA,TARDE,19,MULHER
VILA ANDRADE,Apple,TERCA,MANHA,61,HOMEM
LIBERDADE,Apple,TERCA,TARDE,42,HOMEM
CARANDIRU,Samsung,TERCA,NOITE,16,HOMEM
LAJEADO,Apple,DOMINGO,MADRUGADA,74,MULHER
VILA NOVA CAROLINA,Samsung,SABADO,MADRUGADA,38,MULHER
ARTUR ALVIM,Outros,SABADO,MADRUGADA,37,HOMEM
JARDIM JUSSARA,Apple,SEGUNDA,NOITE,21,HOMEM
BUTANTA,Samsung,DOMINGO,NOITE,48,MULHER
JAGUARE,Samsung,TERCA,NOITE,28,HOMEM
CENTRO HISTORICO DE SAO PAULO,Motorola,TERCA,MANHA,38,MULHER
CAPAO REDONDO,Motorola,SEXTA,TARDE,80,HOMEM
LIBERDADE,Apple,SABADO,TARDE,19,MULHER
CIDADE TIRADENTES,Samsung,SEXTA,NOITE,46,MULHER
SAO MIGUEL,Samsung,QUINTA,NOITE,54,MULHER
